_id,Proposal Number:,institution,country,role
5432,NPRP 08 - 583 - 1 - 101,Commissariat à l'énergie atomique et aux énergies alternatives (CEA),France,Collaborative Institution
5433,NPRP 08 - 577 - 2 - 241,Texas A&amp;M University at Qatar,Qatar,Submitting Institution
5434,NPRP 08 - 577 - 2 - 241,Texas A&amp;M University at Qatar,Qatar,Performance Site
5435,NPRP 08 - 577 - 2 - 241,Ecole Supérieure des Communications de Tunis (SUPCOM),Tunisia,Performance Site
5436,NPRP 08 - 577 - 2 - 241,Ecole Supérieure des Communications de Tunis (SUPCOM),Tunisia,Collaborative Institution
5437,NPRP 08 - 574 - 2 - 239,Texas A&amp;M University at Qatar,Qatar,Submitting Institution
5438,NPRP 08 - 574 - 2 - 239,Texas A&amp;M University at Qatar,Qatar,Performance Site
5439,NPRP 08 - 574 - 2 - 239,Texas A&amp;M University - College Station,United States,Performance Site
5440,NPRP 08 - 574 - 2 - 239,Texas A&amp;M University - College Station,United States,Collaborative Institution
5441,NPRP 08 - 562 - 1 - 095,Carnegie Mellon University - Qatar,Qatar,Submitting Institution
5442,NPRP 08 - 562 - 1 - 095,Carnegie Mellon University - Qatar,Qatar,Performance Site
5443,NPRP 08 - 562 - 1 - 095,State University of New York - Binghamton,United States,Performance Site
5444,NPRP 08 - 562 - 1 - 095,Carnegie Mellon University - Qatar,Qatar,Collaborative Institution
5445,NPRP 08 - 562 - 1 - 095,State University of New York - Binghamton,United States,Collaborative Institution
5446,NPRP 08 - 558 - 2 - 228,Qatar University,Qatar,Submitting Institution
5447,NPRP 08 - 558 - 2 - 228,Qatar University,Qatar,Performance Site
5448,NPRP 08 - 558 - 2 - 228,Cambridge University,United Kingdom,Performance Site
5449,NPRP 08 - 558 - 2 - 228,Cambridge University,United Kingdom,Collaborative Institution
5450,NPRP 08 - 551 - 2 - 224,Texas A&amp;M University at Qatar,Qatar,Submitting Institution
5451,NPRP 08 - 551 - 2 - 224,Qatar University,Qatar,Performance Site
5452,NPRP 08 - 551 - 2 - 224,Texas A&amp;M University at Qatar,Qatar,Performance Site
5453,NPRP 08 - 551 - 2 - 224,Texas A&amp;M Engineering Experiment Station,United States,Performance Site
5454,NPRP 08 - 551 - 2 - 224,Qatar University,Qatar,Collaborative Institution
5455,NPRP 08 - 551 - 2 - 224,Texas A&amp;M Engineering Experiment Station,United States,Collaborative Institution
5456,NPRP 08 - 548 - 2 - 223,Qatar University,Qatar,Submitting Institution
5457,NPRP 08 - 548 - 2 - 223,Qatar University,Qatar,Performance Site
5458,NPRP 08 - 548 - 2 - 223,Tokyo Denki University,Japan,Performance Site
5459,NPRP 08 - 548 - 2 - 223,Yokohama National University,Japan,Collaborative Institution
5460,NPRP 08 - 548 - 2 - 223,TMEIC (Toshiba Mitsubishi-ELectric Industrial Systems Corporation),Japan,Collaborative Institution
5461,NPRP 08 - 548 - 2 - 223,RasGas,Qatar,Collaborative Institution
5462,NPRP 08 - 548 - 2 - 223,Tokyo Denki University,Japan,Collaborative Institution
5463,NPRP 08 - 530 - 3 - 116,Weill Cornell Medical College in Qatar,Qatar,Submitting Institution
5464,NPRP 08 - 530 - 3 - 116,Weill Cornell Medical College in Qatar,Qatar,Performance Site
5465,NPRP 08 - 530 - 3 - 116,Hamad Medical Corporation,Qatar,Performance Site
5466,NPRP 08 - 530 - 3 - 116,University of Michigan,United States,Performance Site
5467,NPRP 08 - 530 - 3 - 116,University of Michigan,United States,Collaborative Institution
5468,NPRP 08 - 530 - 3 - 116,Weill Cornell Medical College in Qatar,Qatar,Collaborative Institution
5469,NPRP 08 - 530 - 3 - 116,Hamad Medical Corporation,Qatar,Collaborative Institution
5470,NPRP 08 - 528 - 2 - 213,Texas A&amp;M University at Qatar,Qatar,Submitting Institution
5471,NPRP 08 - 528 - 2 - 213,Texas A&amp;M University - College Station,United States,Performance Site
5472,NPRP 08 - 528 - 2 - 213,Texas A&amp;M University at Qatar,Qatar,Performance Site
5473,NPRP 08 - 528 - 2 - 213,American International MENA,Egypt,Performance Site
5474,NPRP 08 - 528 - 2 - 213,American International MENA,Egypt,Collaborative Institution
5475,NPRP 08 - 522 - 2 - 211,Qatar University,Qatar,Submitting Institution
5476,NPRP 08 - 522 - 2 - 211,Ohio State University,United States,Performance Site
5477,NPRP 08 - 522 - 2 - 211,Qatar University,Qatar,Performance Site
5478,NPRP 08 - 522 - 2 - 211,Princeton University,United States,Performance Site
5479,NPRP 08 - 522 - 2 - 211,Princeton University,United States,Collaborative Institution
5480,NPRP 08 - 522 - 2 - 211,Texas A&amp;M University at Qatar,Qatar,Collaborative Institution
5481,NPRP 08 - 522 - 2 - 211,Ohio State University,United States,Collaborative Institution
5482,NPRP 08 - 504 - 2 - 197,Texas A&amp;M University at Qatar,Qatar,Submitting Institution
5483,NPRP 08 - 504 - 2 - 197,Texas A&amp;M University - College Station,United States,Performance Site
5484,NPRP 08 - 504 - 2 - 197,Texas A&amp;M University at Qatar,Qatar,Performance Site
5485,NPRP 08 - 504 - 2 - 197,Spiretronic Egypt,Egypt,Collaborative Institution
5486,NPRP 08 - 504 - 2 - 197,Texas A&amp;M University - College Station,United States,Collaborative Institution
5487,NPRP 08 - 503 - 3 - 111,Weill Cornell Medical College in Qatar,Qatar,Submitting Institution
5488,NPRP 08 - 503 - 3 - 111,Weill Cornell Medical College in Qatar,Qatar,Performance Site
5489,NPRP 08 - 503 - 3 - 111,Weill Medical College - New York,United States,Performance Site
5490,NPRP 08 - 503 - 3 - 111,Weill Medical College - New York,United States,Collaborative Institution
5491,NPRP 08 - 499 - 3 - 109,Hamad Medical Corporation,Qatar,Submitting Institution
5492,NPRP 08 - 499 - 3 - 109,University of Arizona,United States,Performance Site
5493,NPRP 08 - 499 - 3 - 109,Hamad Medical Corporation,Qatar,Performance Site
5494,NPRP 08 - 499 - 3 - 109,Rosalind Franklin University of Medicine &amp; Science,United States,Performance Site
5495,NPRP 08 - 499 - 3 - 109,Arizona State University,United States,Collaborative Institution
5496,NPRP 08 - 499 - 3 - 109,Rosalind Franklin University of Medicine &amp; Science,United States,Collaborative Institution
5497,NPRP 08 - 497 - 1 - 086,Qatar University,Qatar,Submitting Institution
5498,NPRP 08 - 497 - 1 - 086,Texas A&amp;M University at Galveston,United States,Performance Site
5499,NPRP 08 - 497 - 1 - 086,"Environmental Studies Center, Qatar University",Qatar,Performance Site
5500,NPRP 08 - 497 - 1 - 086,"Environmental Studies Center, Qatar University",Qatar,Collaborative Institution
5501,NPRP 08 - 497 - 1 - 086,Ministry of Municipality and Environment (MME),Qatar,Collaborative Institution
5502,NPRP 08 - 497 - 1 - 086,Texas A&amp;M University at Galveston,United States,Collaborative Institution
5503,NPRP 08 - 494 - 2 - 193,Texas A&amp;M University at Qatar,Qatar,Submitting Institution
5504,NPRP 08 - 494 - 2 - 193,University of Wisconsin - Madison,United States,Performance Site
5505,NPRP 08 - 494 - 2 - 193,Texas A&amp;M University at Qatar,Qatar,Performance Site
5506,NPRP 08 - 494 - 2 - 193,Texas A&amp;M University,United States,Performance Site
5507,NPRP 08 - 494 - 2 - 193,Texas A&amp;M University,United States,Collaborative Institution
5508,NPRP 08 - 494 - 2 - 193,University of Wisconsin - Madison,United States,Collaborative Institution
5509,NPRP 08 - 485 - 1 - 083,Carnegie Mellon University - Qatar,Qatar,Submitting Institution
5510,NPRP 08 - 485 - 1 - 083,Carnegie Mellon University - Qatar,Qatar,Performance Site
5511,NPRP 08 - 485 - 1 - 083,Carnegie Mellon University,United States,Performance Site
5512,NPRP 08 - 485 - 1 - 083,Carnegie Mellon University,United States,Collaborative Institution
5513,NPRP 08 - 467 - 3 - 098,Weill Cornell Medical College in Qatar,Qatar,Submitting Institution
5514,NPRP 08 - 467 - 3 - 098,Weill Cornell Medical College in Qatar,Qatar,Performance Site
5515,NPRP 08 - 467 - 3 - 098,Hamad Medical Corporation,Qatar,Performance Site
5516,NPRP 08 - 467 - 3 - 098,Weill Cornell Medical College,United States,Performance Site
5517,NPRP 08 - 467 - 3 - 098,Weill Cornell Medical College,United States,Collaborative Institution
5518,NPRP 08 - 467 - 3 - 098,Weill Cornell Medical College in Qatar,Qatar,Collaborative Institution
5519,NPRP 08 - 467 - 3 - 098,Hamad Medical Corporation,Qatar,Collaborative Institution
5520,NPRP 08 - 465 - 4 - 009,Weill Cornell Medical College in Qatar,Qatar,Submitting Institution
5521,NPRP 08 - 465 - 4 - 009,Weill Cornell Medical College in Qatar,Qatar,Performance Site
5522,NPRP 08 - 465 - 4 - 009,Hamad Medical Corporation,Qatar,Performance Site
5523,NPRP 08 - 465 - 4 - 009,Cornell University - Ithaca,United States,Performance Site
5524,NPRP 08 - 465 - 4 - 009,Cornell University - Ithaca,United States,Collaborative Institution
5525,NPRP 08 - 465 - 4 - 009,Weill Cornell Medical College in Qatar,Qatar,Collaborative Institution
5526,NPRP 08 - 465 - 4 - 009,Hamad Medical Corporation,Qatar,Collaborative Institution
5527,NPRP 08 - 434 - 5 - 07,Qatar University,Qatar,Submitting Institution
5528,NPRP 08 - 434 - 5 - 07,Qatar University,Qatar,Performance Site
5529,NPRP 08 - 431 - 1 - 076,Texas A&amp;M University at Qatar,Qatar,Submitting Institution
5530,NPRP 08 - 431 - 1 - 076,Texas A&amp;M University at Qatar,Qatar,Performance Site
5531,NPRP 08 - 431 - 1 - 076,Rice University,United States,Performance Site
5532,NPRP 08 - 431 - 1 - 076,Rice University,United States,Collaborative Institution
5533,NPRP 08 - 429 - 3 - 091,Weill Cornell Medical College in Qatar,Qatar,Submitting Institution
5534,NPRP 08 - 429 - 3 - 091,University of Michigan,United States,Performance Site
5535,NPRP 08 - 429 - 3 - 091,Weill Cornell Medical College in Qatar,Qatar,Performance Site
5536,NPRP 08 - 429 - 3 - 091,Institute for Development of Research and Applied Care (IDRAAC),Lebanon,Performance Site
5537,NPRP 08 - 429 - 3 - 091,Weill Cornell Medical College in Qatar,Qatar,Collaborative Institution
5538,NPRP 08 - 429 - 3 - 091,Institute for Development of Research and Applied Care (IDRAAC),Lebanon,Collaborative Institution
5539,NPRP 08 - 426 - 1 - 074,Texas A&amp;M University at Qatar,Qatar,Submitting Institution
5540,NPRP 08 - 426 - 1 - 074,Texas A&amp;M University at Qatar,Qatar,Performance Site
5541,NPRP 08 - 426 - 1 - 074,Texas A&amp;M University,United States,Performance Site
5542,NPRP 08 - 426 - 1 - 074,Texas A&amp;M University,United States,Collaborative Institution
5543,NPRP 08 - 425 - 5 - 071,Weill Cornell Medical College in Qatar,Qatar,Submitting Institution
5544,NPRP 08 - 425 - 5 - 071,University of Michigan,United States,Performance Site
5545,NPRP 08 - 425 - 5 - 071,Weill Cornell Medical College in Qatar,Qatar,Performance Site
5546,NPRP 08 - 425 - 5 - 071,Institute for Development of Research and Applied Care (IDRAAC),Lebanon,Performance Site
5547,NPRP 08 - 425 - 5 - 071,Weill Cornell Medical College in Qatar,Qatar,Collaborative Institution
5548,NPRP 08 - 425 - 5 - 071,Institute for Development of Research and Applied Care (IDRAAC),Lebanon,Collaborative Institution
5549,NPRP 08 - 424 - 2 - 171,Qatar University,Qatar,Submitting Institution
5550,NPRP 08 - 424 - 2 - 171,Qatar University,Qatar,Performance Site
5551,NPRP 08 - 424 - 2 - 171,National University of Singapore,Singapore,Performance Site
5552,NPRP 08 - 424 - 2 - 171,National University of Singapore,Singapore,Collaborative Institution
5553,NPRP 08 - 405 - 5 - 065,Qatar University,Qatar,Submitting Institution
5554,NPRP 08 - 405 - 5 - 065,Weill Cornell Medical College in Qatar,Qatar,Performance Site
5555,NPRP 08 - 405 - 5 - 065,Qatar University,Qatar,Performance Site
5556,NPRP 08 - 405 - 5 - 065,State University of New York at Oswego,United States,Performance Site
5557,NPRP 08 - 405 - 5 - 065,State University of New York at Oswego,United States,Collaborative Institution
5558,NPRP 08 - 405 - 5 - 065,Weill Cornell Medical College in Qatar,Qatar,Collaborative Institution
5559,NPRP 08 - 398 - 2 - 160,Texas A&amp;M University at Qatar,Qatar,Submitting Institution
5560,NPRP 08 - 398 - 2 - 160,Weill Cornell Medical College in Qatar,Qatar,Performance Site
5561,NPRP 08 - 398 - 2 - 160,University of Houston,United States,Performance Site
5562,NPRP 08 - 398 - 2 - 160,University of Houston,United States,Collaborative Institution
5563,NPRP 08 - 398 - 2 - 160,Weill Cornell Medical College in Qatar,Qatar,Collaborative Institution
5564,NPRP 08 - 395 - 3 - 088,Weill Cornell Medical College in Qatar,Qatar,Submitting Institution
5565,NPRP 08 - 395 - 3 - 088,Weill Cornell Medical College in Qatar,Qatar,Performance Site
5566,NPRP 08 - 395 - 3 - 088,Weill Cornell Medical College in Qatar,Qatar,Collaborative Institution
5567,NPRP 08 - 392 - 3 - 087,Weill Cornell Medical College in Qatar,Qatar,Submitting Institution
5568,NPRP 08 - 392 - 3 - 087,University of Arkansas for Medical Sciences,United States,Performance Site
5569,NPRP 08 - 392 - 3 - 087,Qatar University,Qatar,Performance Site
5570,NPRP 08 - 392 - 3 - 087,Weill Cornell Medical College in Qatar,Qatar,Performance Site
5571,NPRP 08 - 392 - 3 - 087,Qatar University,Qatar,Collaborative Institution
5572,NPRP 08 - 392 - 3 - 087,Weill Cornell Medical College in Qatar,Qatar,Collaborative Institution
5573,NPRP 08 - 392 - 3 - 087,University of Arkansas for Medical Sciences,United States,Collaborative Institution
5574,NPRP 08 - 378 - 6 - 010,Virginia Commonwealth University in Qatar (VCUQatar),Qatar,Submitting Institution
5575,NPRP 08 - 378 - 6 - 010,Virginia Commonwealth University,United States,Performance Site
5576,NPRP 08 - 378 - 6 - 010,Qatar University,Qatar,Performance Site
5577,NPRP 08 - 378 - 6 - 010,Virginia Commonwealth University in Qatar (VCUQatar),Qatar,Performance Site
5578,NPRP 08 - 378 - 6 - 010,Qatar University,Qatar,Collaborative Institution
5579,NPRP 08 - 378 - 6 - 010,Virginia Commonwealth University in Qatar (VCUQatar),Qatar,Collaborative Institution
5580,NPRP 08 - 378 - 6 - 010,Virginia Commonwealth University,United States,Collaborative Institution
5581,NPRP 08 - 374 - 2 - 144,Qatar University,Qatar,Submitting Institution
5582,NPRP 08 - 374 - 2 - 144,Qatar University,Qatar,Performance Site
5583,NPRP 08 - 374 - 2 - 144,Purdue University,United States,Performance Site
5584,NPRP 08 - 374 - 2 - 144,Purdue University,United States,Collaborative Institution
5585,NPRP 08 - 372 - 2 - 142,Qatar University,Qatar,Submitting Institution
5586,NPRP 08 - 372 - 2 - 142,Qatar University,Qatar,Performance Site
5587,NPRP 08 - 372 - 2 - 142,Polytechnic University of Turin,Italy,Performance Site
5588,NPRP 08 - 372 - 2 - 142,Polytechnic University of Turin,Italy,Collaborative Institution
5589,NPRP 08 - 369 - 2 - 140,Texas A&amp;M University at Qatar,Qatar,Submitting Institution
5590,NPRP 08 - 369 - 2 - 140,Texas A&amp;M University at Qatar,Qatar,Performance Site
5591,NPRP 08 - 369 - 2 - 140,Texas A&amp;M University - College Station,United States,Collaborative Institution
5592,NPRP 08 - 345 - 1 - 067,Qatar University,Qatar,Submitting Institution
5593,NPRP 08 - 345 - 1 - 067,Universität Duisburg-Essen,Germany,Performance Site
5594,NPRP 08 - 345 - 1 - 067,Saratov State University,Russia,Performance Site
5595,NPRP 08 - 345 - 1 - 067,Saratov State University,Russia,Collaborative Institution
5596,NPRP 08 - 345 - 1 - 067,Universität Duisburg-Essen,Germany,Collaborative Institution
5597,NPRP 08 - 336 - 2 - 12,Qatar University,Qatar,Submitting Institution
5598,NPRP 08 - 336 - 2 - 12,Qatar University,Qatar,Performance Site
5599,NPRP 08 - 323 - 2 - 116,Qatar University,Qatar,Submitting Institution
5600,NPRP 08 - 323 - 2 - 116,Qatar University,Qatar,Performance Site
5601,NPRP 08 - 323 - 2 - 116,Rutgers University,United States,Performance Site
5602,NPRP 08 - 323 - 2 - 116,Rutgers University,United States,Collaborative Institution
5603,NPRP 08 - 317 - 2 - 111,Texas A&amp;M University at Qatar,Qatar,Submitting Institution
5604,NPRP 08 - 317 - 2 - 111,Texas A&amp;M University - College Station,United States,Performance Site
5605,NPRP 08 - 317 - 2 - 111,Texas A&amp;M University at Qatar,Qatar,Performance Site
5606,NPRP 08 - 317 - 2 - 111,Texas A&amp;M University,United States,Collaborative Institution
5607,NPRP 08 - 310 - 2 - 110,Texas A&amp;M University at Qatar,Qatar,Submitting Institution
5608,NPRP 08 - 310 - 2 - 110,Qatar University,Qatar,Performance Site
5609,NPRP 08 - 310 - 2 - 110,Texas A&amp;M University at Qatar,Qatar,Performance Site
5610,NPRP 08 - 310 - 2 - 110,Texas A&amp;M University - College Station,United States,Performance Site
5611,NPRP 08 - 310 - 2 - 110,Qatar University,Qatar,Collaborative Institution
5612,NPRP 08 - 310 - 2 - 110,Texas A&amp;M University - College Station,United States,Collaborative Institution
5613,NPRP 08 - 291 - 2 - 098,Texas A&amp;M University at Qatar,Qatar,Submitting Institution
5614,NPRP 08 - 291 - 2 - 098,Weill Cornell Medical College in Qatar,Qatar,Performance Site
5615,NPRP 08 - 291 - 2 - 098,University of Houston,United States,Performance Site
5616,NPRP 08 - 291 - 2 - 098,University of Houston,United States,Collaborative Institution
5617,NPRP 08 - 287 - 2 - 096,College of the North Atlantic - Qatar,Qatar,Submitting Institution
5618,NPRP 08 - 287 - 2 - 096,College of the North Atlantic - Qatar,Qatar,Performance Site
5619,NPRP 08 - 287 - 2 - 096,Sohar University,Oman,Performance Site
5620,NPRP 08 - 287 - 2 - 096,Sohar University,Oman,Collaborative Institution
5621,NPRP 08 - 276 - 2 - 091,Qatar University,Qatar,Submitting Institution
5622,NPRP 08 - 276 - 2 - 091,Qatar University,Qatar,Performance Site
5623,NPRP 08 - 276 - 2 - 091,Massachusetts Institute of Technology (MIT),United States,Performance Site
5624,NPRP 08 - 276 - 2 - 091,Massachusetts Institute of Technology (MIT),United States,Collaborative Institution
5625,NPRP 08 - 265 - 5 - 05,Qatar University,Qatar,Submitting Institution
5626,NPRP 08 - 265 - 5 - 05,Qatar University,Qatar,Performance Site
